ACCESS,AU,PROJ,SID,START,STOP,ACTIVE,NWELLS,ACWELLS
1, 8, 8, 13201, 1988, 0, 1, 1, 1
2, 21, 8, 13201, 0, 0, 0, 0, 0
3, 21, 8, 13201, 0, 0, 0, 0, 0
4, 21, 8, 12366, 1928, 1928, 0, 0, 0
5, 21, 8, 13201, 1925, 1925, 0, 1, 0
6, 19, 8, 15680, 1990, 0, 1, 2, 1
7, 21, 8, 15680, 0, 0, 0, 0, 0
8, 21, 8, 15680, 1965, 1965, 0, 1, 0
9, 25, 8, 15680, 1978, 0, 1, 3, 1
10, 8, 8, 15680, 1993, 0, 1, 1, 1
11, 8, 8, 15680, 2001, 0, 1, 1, 1
12, 8, 8, 15680, 1961, 2012, 0, 1, 0
13, 19, 8, 15680, 1996, 2010, 0, 0, 0
14, 21, 8, 15680, 1964, 0, 1, 2, 2
15, 19, 9, 23787, 1964, 0, 1, 2, 1
16, 19, 9, 23787, 1989, 0, 1, 1, 1
17, 19, 9, 23787, 1963, 2010, 0, 0, 0
18, 8, 9, 23787, 1961, 2014, 0, 1, 0
19, 19, 9, 23787, 1963, 0, 1, 1, 1
20, 21, 9, 23787, 0, 0, 0, 0, 0
21, 8, 9, 23787, 0, 0, 0, 0, 0
22, 21, 9, 23787, 0, 0, 0, 0, 0
23, 21, 9, 23787, 1924, 1924, 0, 1, 0
24, 19, 9, 23787, 1963, 0, 1, 2, 1
25, 21, 9, 23787, 0, 0, 0, 0, 0
26, 21, 9, 23787, 0, 0, 0, 0, 0
27, 19, 9, 23787, 1963, 2003, 0, 1, 0
28, 19, 9, 23787, 0, 0, 0, 0, 0
29, 19, 9, 23787, 1963, 1964, 0, 1, 0
30, 8, 9, 23787, 1961, 2014, 0, 1, 0
31, 21, 9, 23787, 0, 0, 0, 0, 0
32, 8, 9, 23787, 1979, 0, 1, 1, 1
33, 21, 9, 23787, 1993, 0, 1, 2, 1
34, 8, 8, 15680, 1990, 0, 1, 1, 1
35, 19, 8, 15680, 2003, 0, 1, 1, 1
36, 21, 8, 14867, 0, 0, 0, 0, 0
37, 21, 8, 14867, 0, 0, 0, 0, 0
38, 8, 8, 14867, 1962, 1962, 0, 1, 0
39, 21, 8, 14867, 0, 0, 0, 0, 0
40, 8, 8, 14867, 1962, 2010, 0, 2, 0
41, 21, 8, 15680, 0, 0, 0, 0, 0
42, 21, 8, 14867, 0, 0, 0, 0, 0
43, 21, 8, 14867, 1962, 0, 1, 2, 1
44, 21, 8, 14867, 1962, 1987, 0, 1, 0
45, 21, 8, 14867, 1963, 2010, 0, 2, 0
46, 21, 8, 14867, 0, 0, 0, 0, 0
47, 21, 8, 14867, 0, 0, 0, 0, 0
48, 8, 8, 14867, 1962, 0, 1, 4, 4
49, 19, 9, 23787, 1995, 2010, 0, 0, 0
50, 21, 9, 23787, 0, 0, 0, 0, 0
51, 19, 9, 23787, 1963, 0, 1, 2, 2
52, 19, 9, 23787, 1963, 0, 1, 2, 1
53, 21, 9, 23787, 1924, 0, 1, 3, 1
54, 21, 9, 9834, 1993, 0, 1, 1, 1
55, 21, 9, 9834, 0, 0, 0, 0, 0
56, 8, 9, 9834, 1993, 0, 1, 1, 1
57, 21, 9, 23787, 1928, 1928, 0, 0, 0
58, 19, 9, 9834, 1963, 2013, 0, 0, 0
59, 19, 9, 18912, 1961, 0, 1, 2, 1
60, 19, 9, 9834, 1997, 0, 1, 1, 1
61, 21, 9, 9834, 1963, 1963, 0, 1, 0
62, 8, 9, 9834, 2006, 0, 1, 1, 1
63, 8, 9, 9834, 2004, 0, 1, 1, 1
64, 8, 9, 30211, 2001, 0, 1, 2, 2
65, 8, 9, 30211, 1993, 0, 1, 2, 2
66, 21, 9, 23787, 1994, 0, 1, 1, 1
67, 21, 9, 24592, 1962, 0, 1, 2, 1
68, 8, 9, 24592, 2006, 0, 1, 1, 1
69, 21, 9, 24592, 0, 0, 0, 0, 0
70, 8, 9, 24592, 1961, 2013, 0, 1, 0
71, 8, 9, 24592, 0, 0, 0, 0, 0
72, 21, 9, 24592, 1964, 1989, 0, 0, 0
73, 21, 9, 24592, 1964, 1989, 0, 1, 0
74, 21, 9, 24592, 0, 0, 0, 0, 0
75, 21, 9, 24592, 1924, 1926, 0, 2, 0
76, 21, 9, 24592, 0, 0, 0, 0, 0
77, 21, 9, 24592, 1963, 1989, 0, 0, 0
78, 21, 9, 23787, 0, 0, 0, 0, 0
79, 21, 9, 23787, 1919, 1919, 0, 1, 0
80, 21, 9, 9834, 1978, 1978, 0, 1, 0
81, 21, 9, 9834, 0, 0, 0, 0, 0
82, 8, 9, 9834, 1962, 2013, 0, 1, 0
83, 8, 9, 9834, 1963, 1963, 0, 1, 0
84, 8, 9, 9834, 1994, 2012, 0, 1, 0
85, 8, 9, 9834, 1993, 0, 1, 1, 1
86, 8, 9, 9834, 2004, 0, 1, 1, 1
87, 19, 9, 18912, 1963, 0, 1, 1, 1
88, 19, 9, 18912, 1997, 0, 1, 0, 0
89, 8, 9, 9834, 1993, 0, 1, 1, 1
90, 8, 9, 9834, 2004, 0, 1, 1, 1
91, 8, 9, 9834, 1993, 0, 1, 1, 1
92, 8, 9, 9834, 2004, 2014, 0, 1, 0
93, 8, 9, 9834, 2002, 0, 1, 1, 1
94, 19, 9, 9834, 1963, 2009, 0, 1, 0
95, 8, 9, 9834, 1963, 0, 1, 1, 1
96, 21, 9, 9834, 1956, 1956, 0, 0, 0
97, 8, 9, 9834, 1961, 2013, 0, 1, 0
98, 8, 9, 9834, 1990, 0, 1, 1, 1
99, 8, 9, 18912, 1927, 0, 1, 2, 1
100, 19, 9, 1450, 0, 0, 0, 0, 0
101, 8, 9, 9834, 1927, 0, 1, 4, 2
102, 21, 9, 2287, 2008, 2010, 0, 0, 0
103, 8, 9, 2287, 2007, 0, 1, 2, 2
104, 19, 9, 1450, 2008, 0, 1, 2, 2
105, 8, 9, 2287, 1961, 2013, 0, 1, 0
106, 8, 9, 2287, 1997, 0, 1, 1, 1
107, 8, 9, 2287, 1983, 0, 1, 1, 1
108, 8, 9, 2287, 1990, 0, 1, 1, 1
109, 8, 9, 2287, 1994, 0, 1, 1, 1
110, 8, 9, 30211, 1982, 0, 1, 1, 1
111, 8, 9, 30211, 2001, 0, 1, 1, 1
112, 21, 9, 30211, 0, 0, 0, 0, 0
113, 8, 9, 30211, 2002, 0, 1, 2, 2
114, 8, 9, 27887, 1993, 0, 1, 1, 1
115, 8, 9, 27887, 1960, 2009, 0, 1, 0
116, 8, 9, 27887, 2001, 0, 1, 1, 1
117, 8, 50, 28720, 1994, 0, 1, 1, 1
118, 8, 9, 27887, 1981, 0, 1, 1, 1
119, 8, 9, 27061, 1960, 0, 1, 1, 1
120, 8, 9, 27061, 1993, 0, 1, 1, 1
121, 8, 9, 28720, 1983, 0, 1, 1, 1
122, 8, 9, 27061, 1980, 0, 1, 1, 1
123, 8, 9, 30211, 2006, 0, 1, 2, 2
124, 8, 9, 30211, 1964, 1983, 0, 1, 0
125, 21, 9, 30211, 1964, 1965, 0, 2, 0
126, 21, 9, 30211, 0, 0, 0, 0, 0
127, 8, 9, 30211, 1981, 0, 1, 1, 1
128, 21, 9, 30211, 0, 0, 0, 0, 0
129, 21, 9, 30211, 0, 0, 0, 0, 0
130, 21, 9, 30211, 1964, 0, 1, 2, 1
131, 8, 9, 30211, 1964, 0, 1, 2, 1
132, 8, 9, 30211, 2003, 0, 1, 1, 1
133, 8, 9, 30211, 1962, 2013, 0, 1, 0
134, 21, 9, 30211, 0, 0, 0, 0, 0
135, 8, 9, 30211, 2006, 0, 1, 1, 1
136, 8, 9, 30211, 1996, 0, 1, 1, 1
137, 8, 9, 30211, 2005, 0, 1, 1, 1
138, 8, 9, 30211, 1968, 0, 1, 1, 1
139, 21, 9, 30211, 1961, 0, 1, 4, 1
140, 21, 9, 30211, 0, 0, 0, 0, 0
141, 21, 9, 30211, 0, 0, 0, 0, 0
142, 21, 9, 30211, 0, 0, 0, 0, 0
143, 8, 9, 30211, 2007, 0, 1, 1, 1
144, 8, 9, 30211, 1962, 2004, 0, 2, 0
145, 21, 9, 27061, 1964, 1984, 0, 1, 0
146, 8, 9, 27061, 1964, 2014, 0, 1, 0
147, 8, 9, 27061, 1964, 0, 1, 4, 2
148, 8, 9, 27061, 1993, 0, 1, 2, 2
149, 8, 9, 20547, 1964, 0, 1, 2, 1
150, 8, 9, 27061, 1996, 0, 1, 1, 1
151, 8, 9, 30211, 1975, 0, 1, 2, 2
152, 8, 9, 30211, 1990, 0, 1, 2, 2
153, 21, 9, 30211, 0, 0, 0, 0, 0
154, 8, 9, 30211, 2008, 0, 1, 1, 1
155, 8, 9, 30211, 2004, 0, 1, 1, 1
156, 8, 9, 30211, 1997, 0, 1, 1, 1
157, 21, 9, 24592, 0, 0, 0, 0, 0
158, 21, 9, 24592, 1972, 0, 1, 2, 1
159, 21, 9, 24592, 0, 0, 0, 0, 0
160, 8, 9, 24592, 1991, 0, 1, 2, 2
161, 21, 9, 24592, 1964, 2007, 0, 0, 0
162, 8, 9, 24592, 1983, 2014, 0, 1, 0
163, 23, 9, 24592, 1963, 1963, 0, 1, 0
164, 8, 9, 24592, 1994, 0, 1, 3, 3
165, 21, 9, 24592, 1962, 2013, 0, 0, 0
166, 21, 9, 20547, 1992, 2010, 0, 1, 0
167, 8, 9, 24592, 2006, 0, 1, 2, 2
168, 8, 9, 24592, 1960, 0, 1, 2, 1
169, 21, 9, 20547, 1963, 1963, 0, 1, 0
170, 8, 9, 20547, 1963, 0, 1, 1, 1
171, 8, 9, 20547, 1963, 1963, 0, 1, 0
172, 8, 9, 20547, 1963, 1963, 0, 1, 0
173, 8, 9, 20547, 1994, 0, 1, 1, 1
174, 8, 9, 20547, 1980, 0, 1, 1, 1
175, 8, 9, 20547, 2006, 0, 1, 1, 1
176, 21, 9, 19743, 1963, 0, 1, 2, 1
177, 21, 9, 19743, 1992, 2010, 0, 1, 0
178, 8, 9, 19743, 2008, 2008, 0, 1, 0
179, 8, 9, 19743, 1960, 0, 1, 1, 1
180, 21, 9, 19743, 1966, 0, 1, 2, 1
181, 21, 9, 19743, 0, 0, 0, 0, 0
182, 21, 9, 19743, 1964, 1964, 0, 1, 0
183, 8, 9, 19743, 1979, 0, 1, 1, 1
184, 21, 9, 19743, 0, 0, 0, 0, 0
185, 21, 9, 19743, 1969, 1969, 0, 1, 0
186, 8, 9, 18108, 1975, 0, 1, 1, 1
187, 8, 9, 19743, 1968, 0, 1, 1, 1
188, 21, 9, 19743, 0, 0, 0, 0, 0
189, 21, 9, 19743, 0, 0, 0, 0, 0
190, 8, 9, 9034, 2007, 0, 1, 1, 1
191, 8, 9, 9034, 1965, 0, 1, 1, 1
192, 21, 9, 9034, 1963, 1963, 0, 1, 0
193, 8, 9, 9034, 1994, 0, 1, 1, 1
194, 8, 9, 9034, 1992, 2010, 0, 1, 0
195, 21, 9, 19743, 1969, 1969, 0, 1, 0
196, 8, 9, 19743, 0, 0, 0, 0, 0
197, 21, 9, 9034, 0, 0, 0, 0, 0
198, 8, 9, 9034, 1958, 2014, 0, 1, 0
199, 21, 9, 9034, 1992, 0, 1, 2, 1
200, 21, 9, 9034, 1923, 1923, 0, 1, 0
201, 8, 9, 9034, 1979, 0, 1, 1, 1
202, 8, 9, 20547, 1963, 2013, 0, 1, 0
203, 8, 9, 20547, 1980, 0, 1, 1, 1
204, 8, 9, 20547, 1964, 1975, 0, 1, 0
205, 8, 9, 20547, 1959, 0, 1, 1, 1
206, 8, 10, 21357, 1993, 0, 1, 1, 1
207, 8, 10, 21357, 2002, 0, 1, 1, 1
208, 21, 10, 21357, 1963, 0, 1, 2, 1
209, 8, 9, 10698, 1994, 0, 1, 1, 1
210, 21, 9, 10698, 0, 0, 0, 0, 0
211, 8, 9, 10698, 2006, 2012, 0, 1, 0
212, 8, 9, 10698, 1961, 2014, 0, 1, 0
213, 8, 9, 30211, 1961, 2013, 0, 2, 0
214, 21, 9, 30211, 1970, 1970, 0, 1, 0
215, 8, 9, 30211, 2003, 0, 1, 1, 1
216, 8, 9, 30211, 1991, 0, 1, 1, 1
217, 8, 9, 30211, 1964, 1980, 0, 1, 0
218, 8, 9, 30211, 0, 0, 0, 0, 0
219, 8, 10, 26230, 1975, 2014, 0, 1, 0
220, 19, 8, 15680, 2001, 0, 1, 1, 1
221, 21, 8, 15680, 1962, 1962, 0, 1, 0
222, 21, 8, 13201, 0, 0, 0, 0, 0
223, 21, 8, 13201, 1961, 0, 1, 1, 1
224, 8, 8, 14045, 1962, 0, 1, 2, 1
225, 8, 8, 14045, 1962, 0, 1, 1, 1
226, 21, 8, 14045, 0, 0, 0, 0, 0
227, 21, 8, 14045, 0, 0, 0, 0, 0
228, 21, 8, 14867, 0, 0, 0, 0, 0
229, 8, 8, 14867, 1962, 0, 1, 1, 1
230, 8, 8, 14867, 1962, 1962, 0, 1, 0
231, 8, 8, 14045, 1962, 2013, 0, 1, 0
232, 8, 8, 14867, 1977, 2013, 0, 1, 0
233, 21, 8, 14867, 1927, 1927, 0, 2, 0
234, 21, 8, 15680, 2000, 0, 1, 1, 1
235, 8, 8, 14867, 1962, 2003, 0, 1, 0
236, 21, 8, 14867, 2000, 0, 1, 1, 1
237, 8, 8, 14867, 1962, 1962, 0, 1, 0
238, 8, 8, 14867, 1993, 2010, 0, 1, 0
239, 21, 8, 14867, 0, 0, 0, 0, 0
240, 21, 8, 14867, 0, 0, 0, 0, 0
241, 8, 8, 14867, 1965, 2003, 0, 2, 0
242, 21, 8, 14867, 0, 0, 0, 0, 0
243, 21, 8, 14867, 0, 0, 0, 0, 0
244, 21, 8, 14867, 2000, 0, 1, 1, 1
245, 21, 9, 24592, 0, 0, 0, 0, 0
246, 21, 9, 24592, 0, 0, 0, 0, 0
247, 21, 9, 24592, 1963, 2014, 0, 0, 0
248, 21, 9, 24592, 1962, 0, 1, 2, 1
249, 21, 9, 24592, 1990, 0, 1, 2, 1
250, 8, 9, 24592, 1963, 1987, 0, 0, 0
251, 8, 9, 24592, 1962, 0, 1, 2, 1
252, 21, 9, 24592, 1962, 1990, 0, 2, 0
253, 21, 9, 24592, 0, 0, 0, 0, 0
254, 21, 9, 24592, 1924, 1924, 0, 0, 0
255, 21, 9, 24592, 1962, 0, 1, 1, 1
256, 21, 9, 24592, 1962, 1962, 0, 1, 0
257, 19, 9, 24592, 1962, 1963, 0, 1, 0
258, 21, 9, 19743, 0, 0, 0, 0, 0
259, 21, 9, 19743, 1992, 0, 1, 2, 1
260, 8, 9, 19743, 2007, 0, 1, 1, 1
261, 8, 8, 14867, 1963, 1987, 0, 0, 0
262, 21, 9, 24592, 0, 0, 0, 0, 0
263, 21, 9, 24592, 1999, 0, 1, 1, 1
264, 8, 8, 14867, 1963, 1987, 0, 0, 0
265, 21, 9, 23787, 1962, 1962, 0, 1, 0
266, 8, 8, 14867, 1962, 1962, 0, 1, 0
267, 21, 9, 23787, 1922, 1928, 0, 3, 0
268, 8, 9, 23787, 1971, 2003, 0, 0, 0
269, 8, 9, 20547, 1964, 1964, 0, 1, 0
270, 8, 9, 19743, 0, 0, 0, 0, 0
271, 8, 9, 19743, 1996, 0, 1, 1, 1
272, 8, 9, 19743, 1961, 0, 1, 1, 1
273, 21, 8, 14867, 1998, 0, 1, 1, 1
274, 8, 9, 20547, 0, 0, 0, 0, 0
275, 21, 9, 18912, 0, 0, 0, 0, 0
276, 21, 9, 18912, 1928, 2010, 0, 0, 0
277, 19, 9, 18912, 0, 0, 0, 0, 0
278, 19, 9, 23787, 1996, 0, 1, 1, 1
279, 21, 9, 30211, 0, 0, 0, 0, 0
280, 21, 9, 27887, 0, 0, 0, 0, 0
281, 8, 9, 15716, 2003, 0, 1, 1, 1
282, 8, 9, 19781, 2002, 0, 1, 1, 1
283, 21, 9, 2359, 0, 0, 0, 0, 0
284, 21, 9, 2359, 0, 0, 0, 0, 0
285, 21, 9, 2359, 1997, 1997, 0, 1, 0
286, 21, 9, 3204, 1967, 1967, 0, 1, 0
287, 21, 9, 27133, 1925, 1966, 0, 2, 0
288, 21, 9, 3204, 1932, 1932, 0, 1, 0
289, 21, 9, 3204, 1936, 1936, 0, 1, 0
290, 21, 9, 2359, 1929, 1929, 0, 1, 0
291, 21, 9, 2359, 0, 0, 0, 0, 0
292, 8, 9, 2359, 1956, 1995, 0, 1, 0
293, 21, 9, 4892, 1997, 2003, 0, 2, 0
294, 21, 9, 2359, 1957, 1957, 0, 1, 0
295, 8, 9, 4892, 1954, 1954, 0, 1, 0
296, 21, 9, 27960, 1972, 1972, 0, 1, 0
297, 21, 9, 28795, 1963, 1963, 0, 1, 0
298, 8, 9, 7404, 1963, 1996, 0, 1, 0
299, 8, 9, 7404, 1963, 1990, 0, 1, 0
300, 21, 9, 8241, 1963, 1963, 0, 1, 0
301, 21, 9, 8241, 1964, 1964, 0, 1, 0
302, 21, 9, 4050, 1973, 1973, 0, 1, 0
303, 21, 9, 4050, 1958, 1958, 0, 1, 0
304, 8, 9, 4050, 2000, 0, 1, 1, 1
305, 8, 9, 14082, 1957, 1957, 0, 1, 0
306, 21, 9, 13235, 0, 0, 0, 0, 0
307, 21, 9, 13235, 1953, 1994, 0, 1, 0
308, 8, 9, 13235, 1991, 0, 1, 1, 1
309, 8, 9, 4892, 1954, 1954, 0, 1, 0
310, 21, 9, 4892, 1957, 2014, 0, 2, 0
311, 8, 9, 4892, 1956, 2003, 0, 1, 0
312, 8, 9, 4892, 1991, 0, 1, 2, 2
313, 21, 9, 4892, 0, 0, 0, 0, 0
314, 8, 7, 13235, 1955, 1975, 0, 2, 0
315, 8, 7, 13235, 1981, 1983, 0, 1, 0
316, 21, 7, 13235, 0, 0, 0, 0, 0
317, 8, 9, 13235, 1988, 0, 1, 1, 1
318, 8, 7, 30674, 1995, 0, 1, 1, 1
319, 8, 9, 30674, 1956, 2013, 0, 1, 0
320, 8, 9, 30717, 1989, 0, 1, 1, 1
321, 8, 9, 13235, 1991, 0, 1, 1, 1
322, 19, 9, 13235, 1997, 0, 1, 1, 1
323, 8, 7, 30674, 1979, 2013, 0, 2, 0
324, 19, 7, 30674, 1980, 0, 1, 1, 1
325, 8, 7, 30674, 1981, 2002, 0, 1, 0
326, 8, 7, 15716, 1994, 0, 1, 1, 1
327, 19, 7, 15716, 1996, 0, 1, 1, 1
328, 19, 9, 15716, 1959, 2010, 0, 1, 0
329, 19, 9, 15716, 1961, 1985, 0, 1, 0
330, 21, 7, 15716, 1964, 1964, 0, 1, 0
331, 21, 9, 14082, 1994, 2009, 0, 1, 0
332, 19, 9, 14904, 1962, 1999, 0, 1, 0
333, 21, 9, 14904, 0, 0, 0, 0, 0
334, 8, 9, 14904, 1958, 0, 1, 2, 1
335, 8, 9, 14904, 1981, 2003, 0, 2, 0
336, 8, 9, 9070, 1960, 1999, 0, 1, 0
337, 8, 9, 9070, 1958, 1993, 0, 1, 0
338, 21, 9, 18145, 1987, 1987, 0, 1, 0
339, 21, 9, 19781, 1960, 1960, 0, 1, 0
340, 21, 9, 19781, 1958, 1958, 0, 1, 0
341, 21, 9, 14904, 1956, 1956, 0, 1, 0
342, 8, 9, 14904, 1961, 2014, 0, 1, 0
343, 19, 9, 14904, 1994, 1994, 0, 1, 0
344, 8, 9, 14904, 1962, 1980, 0, 1, 0
345, 21, 9, 14904, 1983, 1990, 0, 1, 0
346, 21, 9, 14904, 0, 0, 0, 0, 0
347, 8, 9, 14904, 1962, 1999, 0, 1, 0
348, 8, 9, 14904, 1980, 1992, 0, 1, 0
349, 19, 9, 31017, 1962, 1991, 0, 1, 0
350, 21, 9, 31017, 0, 0, 0, 0, 0
351, 21, 9, 31017, 1997, 2000, 0, 1, 0
352, 21, 9, 31017, 0, 0, 0, 0, 0
353, 8, 9, 31017, 1981, 0, 1, 1, 1
354, 21, 9, 31017, 0, 0, 0, 0, 0
355, 8, 9, 31017, 1962, 1996, 0, 1, 0
356, 8, 9, 19781, 1958, 1998, 0, 1, 0
357, 8, 9, 18145, 1963, 1987, 0, 1, 0
358, 21, 9, 15716, 0, 0, 0, 0, 0
359, 21, 9, 15716, 0, 0, 0, 0, 0
360, 19, 9, 15716, 1997, 2000, 0, 1, 0
361, 21, 9, 15716, 0, 0, 0, 0, 0
362, 8, 9, 15716, 1989, 0, 1, 1, 1
363, 8, 9, 23825, 1957, 2013, 0, 1, 0
364, 21, 9, 23825, 0, 0, 0, 0, 0
365, 19, 9, 14082, 1990, 1999, 0, 1, 0
366, 21, 9, 8241, 1956, 1956, 0, 1, 0
367, 21, 9, 9070, 1997, 1997, 0, 1, 0
368, 21, 9, 7404, 1963, 1963, 0, 1, 0
369, 8, 9, 30717, 1956, 1997, 0, 1, 0
370, 8, 9, 9135, 1994, 0, 1, 1, 1
371, 19, 9, 9135, 1989, 0, 1, 1, 1
372, 19, 50, 8305, 1988, 1996, 0, 1, 0
373, 21, 50, 8305, 1962, 1962, 0, 1, 0
374, 21, 9, 10799, 1971, 1971, 0, 1, 0
375, 21, 9, 19846, 1989, 0, 1, 1, 1
376, 21, 9, 19846, 1960, 1960, 0, 1, 0
377, 21, 9, 19846, 2006, 0, 1, 1, 1
378, 21, 9, 19846, 1962, 1962, 0, 1, 0
379, 21, 9, 18211, 1967, 1967, 0, 1, 0
380, 19, 9, 21464, 1962, 0, 1, 1, 1
381, 8, 9, 21464, 1962, 2014, 0, 1, 0
382, 21, 9, 20651, 1962, 1962, 0, 1, 0
383, 21, 9, 22269, 1986, 1986, 0, 1, 0
384, 21, 9, 22269, 1971, 1971, 0, 1, 0
385, 21, 50, 7470, 1971, 1971, 0, 1, 0
386, 21, 9, 9135, 1943, 1949, 0, 1, 0
387, 12, 50, 27550, 1981, 0, 1, 3, 2
388, 12, 50, 7829, 2001, 0, 1, 1, 1
389, 12, 50, 3638, 1981, 2010, 0, 0, 0
390, 12, 50, 3638, 1985, 0, 1, 1, 1
391, 12, 50, 7829, 1980, 2014, 0, 1, 0
392, 12, 50, 7829, 0, 0, 0, 0, 0
393, 12, 50, 7829, 0, 0, 0, 0, 0
394, 12, 50, 8656, 0, 0, 0, 0, 0
395, 12, 50, 8656, 0, 0, 0, 0, 0
396, 12, 50, 8656, 1980, 0, 1, 2, 1
397, 12, 50, 13663, 1976, 0, 1, 1, 1
398, 12, 50, 14485, 1980, 0, 1, 1, 1
399, 12, 50, 19367, 1980, 2014, 0, 1, 0
400, 12, 50, 20165, 1984, 0, 1, 1, 1
401, 12, 50, 20165, 1995, 0, 1, 1, 1
402, 12, 50, 24211, 1997, 0, 1, 1, 1
403, 12, 50, 7829, 1981, 2001, 0, 1, 0
404, 8, 50, 29006, 1985, 1999, 0, 1, 0
405, 21, 50, 11816, 0, 0, 0, 0, 0
406, 12, 50, 8610, 2001, 2001, 0, 1, 0
407, 12, 50, 8610, 2004, 2009, 0, 0, 0
408, 12, 50, 18531, 1977, 1977, 0, 1, 0
409, 12, 50, 12823, 1987, 1987, 0, 1, 0
410, 12, 50, 14483, 1977, 1977, 0, 1, 0
411, 12, 50, 2967, 1982, 1982, 0, 1, 0
412, 14, 50, 13373, 1984, 2010, 0, 1, 0
413, 14, 50, 16661, 1985, 0, 1, 1, 1
414, 21, 50, 4180, 1974, 1974, 0, 1, 0
415, 14, 50, 26426, 1959, 1959, 0, 1, 0
416, 8, 50, 17211, 1982, 0, 1, 1, 1
417, 21, 50, 16362, 1967, 1967, 0, 1, 0
418, 21, 50, 17170, 1997, 1997, 0, 1, 0
419, 21, 50, 17983, 1964, 1964, 0, 1, 0
420, 8, 50, 13076, 2003, 2005, 0, 1, 0
421, 21, 50, 14739, 1959, 1959, 0, 1, 0
422, 21, 50, 13918, 1967, 1967, 0, 1, 0
423, 21, 50, 9708, 1974, 1974, 0, 1, 0
424, 21, 50, 17169, 1953, 1953, 0, 1, 0
425, 8, 50, 8907, 1989, 0, 1, 1, 1
426, 21, 24, 15553, 1988, 1989, 0, 1, 0
427, 21, 24, 23654, 1994, 1997, 0, 1, 0
428, 21, 24, 22845, 1975, 1976, 0, 1, 0
429, 12, 50, 16408, 1982, 1982, 0, 1, 0
430, 12, 50, 26150, 1982, 1982, 0, 1, 0
431, 12, 50, 8912, 1958, 1958, 0, 1, 0
432, 12, 50, 22037, 1958, 1959, 0, 1, 0
433, 12, 50, 5576, 1980, 1980, 0, 1, 0
434, 12, 50, 5576, 1983, 1983, 0, 1, 0
435, 8, 50, 9791, 2008, 0, 1, 1, 1
436, 8, 50, 9791, 1977, 0, 1, 1, 1
437, 8, 50, 573, 1992, 0, 1, 1, 1
438, 21, 50, 573, 1997, 0, 1, 2, 2
439, 8, 50, 27017, 1992, 0, 1, 2, 2
440, 21, 50, 573, 0, 0, 0, 0, 0
441, 8, 50, 573, 1981, 2014, 0, 1, 0
442, 21, 50, 573, 1998, 0, 1, 1, 1
443, 21, 50, 27017, 1964, 1964, 0, 1, 0
444, 8, 50, 27017, 1982, 0, 1, 1, 1
445, 21, 50, 27017, 0, 0, 0, 0, 0
446, 8, 50, 27017, 1992, 0, 1, 1, 1
447, 8, 50, 27017, 1997, 0, 1, 1, 1
448, 19, 50, 26186, 2006, 0, 1, 1, 1
449, 8, 50, 26186, 1983, 0, 1, 1, 1
450, 21, 50, 27017, 2000, 0, 1, 1, 1
451, 8, 50, 27844, 1992, 0, 1, 1, 1
452, 21, 50, 27017, 1999, 0, 1, 1, 1
453, 21, 50, 27017, 2000, 0, 1, 1, 1
454, 8, 50, 27844, 2004, 0, 1, 1, 1
455, 21, 50, 27844, 1992, 0, 1, 1, 1
456, 8, 50, 27844, 1997, 0, 1, 1, 1
457, 8, 50, 27017, 1980, 0, 1, 1, 1
458, 8, 50, 573, 1997, 0, 1, 1, 1
459, 8, 50, 3088, 2001, 0, 1, 1, 1
460, 8, 50, 3088, 1992, 0, 1, 1, 1
461, 8, 50, 573, 1992, 0, 1, 1, 1
462, 21, 50, 573, 1998, 0, 1, 1, 1
463, 8, 50, 573, 1981, 0, 1, 1, 1
464, 8, 50, 3088, 2005, 0, 1, 1, 1
465, 8, 50, 9791, 2004, 0, 1, 1, 1
466, 21, 50, 9791, 2000, 0, 1, 1, 1
467, 8, 50, 9791, 1997, 0, 1, 2, 2
468, 21, 50, 9791, 0, 0, 0, 0, 0
469, 8, 50, 2244, 1992, 0, 1, 2, 2
470, 21, 50, 2244, 1998, 0, 1, 1, 1
471, 21, 50, 2244, 1969, 0, 1, 2, 1
472, 21, 50, 3088, 1998, 0, 1, 1, 1
473, 8, 50, 3088, 2001, 0, 1, 1, 1
474, 21, 50, 3088, 1997, 0, 1, 1, 1
475, 8, 50, 2244, 1978, 0, 1, 1, 1
476, 8, 50, 3088, 1989, 0, 1, 2, 2
477, 21, 50, 27844, 2001, 0, 1, 2, 2
478, 8, 50, 27844, 1982, 0, 1, 2, 1
479, 8, 50, 27844, 1997, 0, 1, 1, 1
480, 8, 50, 7285, 2007, 0, 1, 2, 1
481, 21, 50, 7285, 0, 0, 0, 0, 0
482, 8, 50, 7285, 2006, 0, 1, 1, 1
483, 8, 50, 7285, 1988, 0, 1, 1, 1
484, 8, 50, 8123, 2007, 0, 1, 3, 3
485, 21, 50, 8123, 0, 0, 0, 0, 0
486, 8, 50, 8123, 1988, 0, 1, 1, 1
487, 8, 50, 8123, 1986, 0, 1, 3, 3
488, 8, 50, 3933, 1997, 0, 1, 1, 1
489, 8, 50, 3933, 1992, 0, 1, 1, 1
490, 21, 50, 3088, 2000, 0, 1, 1, 1
491, 8, 50, 4774, 1982, 0, 1, 1, 1
492, 21, 50, 4774, 1959, 1959, 0, 1, 0
493, 8, 50, 4774, 1997, 0, 1, 1, 1
494, 8, 50, 3933, 1992, 0, 1, 1, 1
495, 21, 50, 3933, 1998, 0, 1, 1, 1
