ACCESS,AU,PROJ,SID,START,STOP,ACTIVE,NWELLS,ACWELLS
8923, 21, 15, 28155, 1949, 1966, 0, 1, 0
8924, 8, 15, 27322, 1966, 1996, 0, 1, 0
8925, 8, 15, 27322, 1940, 1993, 0, 1, 0
8926, 8, 15, 3364, 1985, 0, 1, 1, 1
8927, 21, 15, 7601, 1941, 2013, 0, 1, 0
8928, 21, 15, 4210, 1952, 2002, 0, 1, 0
8929, 21, 15, 3364, 1950, 2013, 0, 1, 0
8930, 21, 15, 3364, 1970, 0, 1, 1, 1
8931, 21, 15, 3364, 1926, 0, 1, 2, 1
8932, 21, 15, 7601, 1953, 2013, 0, 1, 0
8933, 21, 15, 7601, 1950, 2014, 0, 1, 0
8934, 8, 15, 6763, 1979, 1991, 0, 1, 0
8935, 8, 15, 6763, 1977, 1995, 0, 1, 0
8936, 21, 50, 5930, 1974, 1974, 0, 1, 0
8937, 21, 15, 8430, 1953, 0, 1, 1, 1
8938, 21, 15, 13394, 1928, 2013, 0, 1, 0
8939, 21, 15, 13394, 1952, 2014, 0, 1, 0
8940, 21, 15, 12558, 1945, 2013, 0, 1, 0
8941, 21, 50, 5930, 0, 0, 0, 0, 0
8942, 21, 50, 10922, 1973, 1973, 0, 1, 0
8943, 21, 50, 4249, 1960, 1960, 0, 1, 0
8944, 7, 15, 23176, 1952, 2010, 0, 2, 0
8945, 21, 15, 9227, 1971, 0, 1, 1, 1
8946, 7, 15, 9227, 0, 0, 0, 0, 0
8947, 7, 15, 23986, 0, 0, 0, 0, 0
8948, 7, 15, 2, 0, 0, 0, 0, 0
8949, 7, 15, 3365, 1952, 1952, 0, 1, 0
8950, 1, 50, 28153, 2001, 2001, 0, 1, 0
8951, 1, 50, 28988, 2005, 2009, 0, 1, 0
8952, 21, 50, 19976, 2000, 2000, 0, 1, 0
8953, 21, 50, 28153, 1963, 1963, 0, 1, 0
8954, 21, 50, 7599, 1982, 1982, 0, 1, 0
8955, 21, 50, 6761, 1974, 1985, 0, 1, 0
8956, 7, 15, 5051, 0, 0, 0, 0, 0
8957, 8, 15, 12558, 1969, 0, 1, 1, 1
8958, 7, 15, 18303, 0, 0, 0, 0, 0
8959, 7, 15, 28950, 0, 0, 0, 0, 0
8960, 7, 15, 4210, 0, 0, 0, 0, 0
8961, 8, 15, 10890, 1968, 2010, 0, 1, 0
8962, 7, 15, 10890, 1956, 1956, 0, 1, 0
8963, 7, 15, 12558, 1978, 1978, 0, 1, 0
8964, 21, 50, 22405, 1945, 1945, 0, 1, 0
8965, 1, 50, 9265, 2004, 0, 1, 1, 1
8966, 11, 50, 40, 2008, 0, 1, 1, 1
8967, 21, 50, 4248, 0, 0, 0, 0, 0
8968, 21, 50, 18342, 1953, 1953, 0, 1, 0
8969, 8, 50, 12591, 1969, 0, 1, 1, 1
8970, 21, 50, 12591, 1972, 1972, 0, 1, 0
8971, 21, 50, 5089, 1966, 1967, 0, 1, 0
8972, 21, 50, 4248, 1972, 1972, 0, 1, 0
8973, 21, 50, 22405, 1945, 1945, 0, 0, 0
8974, 8, 15, 7602, 2008, 0, 1, 1, 1
8975, 21, 15, 13430, 1960, 0, 1, 1, 1
8976, 21, 15, 14252, 1961, 0, 1, 1, 1
8977, 21, 15, 8431, 1962, 2013, 0, 1, 0
8978, 21, 15, 30640, 1973, 2010, 0, 1, 0
8979, 8, 15, 30586, 2005, 0, 1, 1, 1
8980, 7, 15, 23986, 1985, 0, 1, 2, 2
8981, 7, 15, 23986, 2009, 0, 1, 1, 1
8982, 21, 15, 23176, 1960, 2014, 0, 1, 0
8983, 8, 15, 23986, 2006, 0, 1, 1, 1
8984, 21, 15, 23176, 2006, 0, 1, 1, 1
8985, 21, 15, 13430, 2007, 0, 1, 1, 1
8986, 21, 15, 8431, 1972, 1988, 0, 1, 0
8987, 21, 15, 30640, 1963, 2013, 0, 1, 0
8988, 21, 15, 23176, 1968, 2010, 0, 1, 0
8989, 21, 15, 23986, 1963, 2013, 0, 1, 0
8990, 7, 15, 6764, 1960, 1960, 0, 1, 0
8991, 21, 15, 8431, 1966, 1987, 0, 1, 0
8992, 7, 15, 17501, 1963, 1963, 0, 1, 0
8993, 21, 15, 14252, 1975, 0, 1, 1, 1
8994, 21, 50, 26533, 1984, 1984, 0, 1, 0
8995, 8, 15, 883, 2004, 0, 1, 1, 1
8996, 21, 15, 28991, 2006, 0, 1, 1, 1
8997, 7, 15, 883, 2001, 0, 1, 1, 1
8998, 7, 15, 883, 0, 0, 0, 0, 0
8999, 21, 15, 28991, 2006, 0, 1, 1, 1
9000, 21, 15, 883, 2007, 0, 1, 1, 1
9001, 21, 15, 5931, 1959, 2013, 0, 2, 0
9002, 21, 15, 5092, 2006, 0, 1, 1, 1
9003, 21, 15, 883, 2006, 0, 1, 1, 1
9004, 7, 15, 883, 2007, 0, 1, 1, 1
9005, 21, 15, 1721, 1961, 2014, 0, 1, 0
9006, 8, 15, 883, 2004, 0, 1, 1, 1
9007, 7, 15, 28991, 1953, 1953, 0, 1, 0
9008, 21, 15, 883, 1958, 2014, 0, 1, 0
9009, 7, 15, 883, 0, 0, 0, 0, 0
9010, 7, 15, 28991, 1960, 1960, 0, 1, 0
9011, 7, 15, 5931, 2009, 0, 1, 1, 1
9012, 7, 15, 5931, 1999, 0, 1, 1, 1
9013, 21, 15, 5092, 1959, 2013, 0, 1, 0
9014, 21, 15, 10923, 1963, 1964, 0, 1, 0
9015, 7, 15, 10091, 1973, 1973, 0, 1, 0
9016, 21, 50, 5929, 0, 0, 0, 0, 0
9017, 21, 50, 25660, 1981, 1981, 0, 1, 0
9018, 21, 50, 25660, 1937, 1937, 0, 1, 0
9019, 1, 50, 5087, 1979, 1985, 0, 1, 0
9020, 21, 50, 25660, 0, 0, 0, 0, 0
9021, 21, 50, 25660, 1937, 1937, 0, 1, 0
9022, 21, 50, 24827, 1997, 1999, 0, 1, 0
9023, 21, 50, 18340, 1982, 1983, 0, 1, 0
9024, 8, 50, 6759, 1979, 0, 1, 1, 1
9025, 21, 50, 10918, 1962, 1962, 0, 1, 0
9026, 8, 50, 5926, 1978, 0, 1, 1, 1
9027, 21, 18, 23212, 1959, 1959, 0, 1, 0
9028, 21, 50, 38, 1946, 1946, 0, 1, 0
9029, 21, 50, 27317, 0, 0, 0, 0, 0
9030, 21, 50, 3401, 1960, 1969, 0, 1, 0
9031, 8, 50, 28150, 1981, 1998, 0, 1, 0
9032, 21, 50, 6758, 1959, 1960, 0, 1, 0
9033, 8, 50, 7596, 1978, 1994, 0, 1, 0
9034, 21, 50, 7596, 1959, 1969, 0, 1, 0
9035, 21, 50, 7596, 1960, 1969, 0, 1, 0
9036, 21, 50, 2555, 1961, 1961, 0, 1, 0
9037, 21, 50, 7596, 1959, 1969, 0, 1, 0
9038, 21, 50, 3401, 1960, 1969, 0, 1, 0
9039, 1, 18, 28192, 1982, 2014, 0, 1, 0
9040, 1, 18, 1758, 2006, 2014, 0, 1, 0
9041, 1, 18, 5967, 2001, 2009, 0, 1, 0
9042, 21, 18, 11796, 1983, 1983, 0, 1, 0
9043, 1, 18, 20779, 2009, 2009, 0, 1, 0
9044, 9, 28, 9947, 2008, 0, 1, 1, 1
9045, 9, 28, 2401, 2007, 0, 1, 2, 2
9046, 9, 30, 3247, 2008, 0, 1, 1, 1
9047, 9, 30, 3247, 2010, 2010, 0, 1, 0
9048, 9, 28, 4934, 2007, 0, 1, 5, 2
9049, 9, 30, 4093, 2008, 0, 1, 1, 1
9050, 9, 28, 4934, 2007, 0, 1, 1, 1
9051, 21, 30, 9947, 0, 0, 0, 0, 0
9052, 21, 30, 9947, 1981, 1981, 0, 1, 0
9053, 21, 50, 20645, 0, 0, 0, 0, 0
9054, 21, 50, 22248, 1975, 1975, 0, 1, 0
9055, 21, 37, 9113, 1998, 2009, 0, 1, 0
9056, 21, 33, 26348, 0, 0, 0, 0, 0
9057, 9, 33, 26348, 2008, 0, 1, 0, 0
9058, 21, 50, 11607, 1999, 2001, 0, 1, 0
9059, 7, 13, 479, 1979, 2000, 0, 1, 0
9060, 21, 13, 2150, 1980, 1999, 0, 1, 0
9061, 21, 13, 2994, 1989, 0, 1, 1, 1
9062, 21, 13, 2994, 1965, 2010, 0, 1, 0
9063, 7, 13, 3839, 1973, 1991, 0, 1, 0
9064, 7, 13, 5521, 1998, 1998, 0, 1, 0
9065, 7, 13, 13023, 1979, 1999, 0, 1, 0
9066, 7, 13, 6353, 1927, 2009, 0, 1, 0
9067, 7, 13, 12187, 1977, 0, 1, 1, 1
9068, 7, 13, 16308, 1987, 0, 1, 1, 1
9069, 7, 13, 16308, 2003, 2010, 0, 1, 0
9070, 21, 13, 2149, 1978, 1979, 0, 1, 0
9071, 7, 13, 12187, 1982, 1982, 0, 1, 0
9072, 21, 13, 15501, 1978, 1992, 0, 1, 0
9073, 7, 13, 26925, 1989, 2010, 0, 1, 0
9074, 21, 13, 27752, 1984, 2013, 0, 1, 0
9075, 21, 13, 8031, 1965, 2014, 0, 1, 0
9076, 21, 13, 7192, 1963, 0, 1, 1, 1
9077, 7, 13, 7192, 1949, 2012, 0, 1, 0
9078, 21, 13, 10520, 1983, 0, 1, 1, 1
9079, 7, 13, 11347, 1962, 2013, 0, 2, 0
9080, 21, 13, 8858, 1989, 2010, 0, 1, 0
9081, 21, 13, 11347, 1989, 0, 1, 1, 1
9082, 7, 13, 10520, 1962, 1991, 0, 1, 0
9083, 7, 13, 10520, 0, 0, 0, 0, 0
9084, 7, 13, 17116, 1989, 0, 1, 1, 1
9085, 21, 50, 17929, 1987, 0, 1, 1, 1
9086, 21, 13, 17116, 1986, 0, 1, 1, 1
9087, 21, 50, 17929, 1986, 0, 1, 1, 1
9088, 7, 13, 18774, 1978, 1983, 0, 1, 0
9089, 21, 13, 26094, 1966, 2014, 0, 1, 0
9090, 7, 13, 26925, 1965, 2014, 0, 1, 0
9091, 7, 13, 27752, 1989, 2010, 0, 1, 0
9092, 21, 13, 27752, 1964, 0, 1, 2, 1
9093, 7, 13, 6352, 1962, 1962, 0, 1, 0
9094, 7, 13, 6352, 0, 0, 0, 0, 0
9095, 21, 13, 8031, 1983, 2010, 0, 1, 0
9096, 21, 13, 8858, 1963, 1991, 0, 1, 0
9097, 7, 50, 19569, 1967, 0, 1, 1, 1
9098, 21, 50, 17116, 1985, 0, 1, 2, 2
9099, 7, 50, 17116, 1989, 2010, 0, 0, 0
9100, 7, 50, 17929, 1955, 1955, 0, 1, 0
9101, 21, 13, 29416, 1968, 0, 1, 1, 1
9102, 21, 13, 6352, 1987, 0, 1, 1, 1
9103, 7, 13, 28585, 1985, 2010, 0, 2, 0
9104, 9, 30, 24691, 2006, 0, 1, 6, 6
9105, 9, 28, 20646, 2008, 0, 1, 1, 1
9106, 9, 38, 24691, 2004, 0, 1, 0, 0
9107, 9, 28, 20646, 2007, 0, 1, 1, 1
9108, 9, 28, 20646, 2008, 0, 1, 1, 1
9109, 9, 30, 24691, 2004, 0, 1, 1, 1
9110, 9, 28, 27175, 2005, 0, 1, 17, 16
9111, 9, 33, 4935, 2007, 0, 1, 0, 0
9112, 9, 30, 24691, 2004, 0, 1, 1, 1
9113, 9, 30, 24691, 2004, 0, 1, 1, 1
9114, 9, 30, 24691, 2001, 0, 1, 3, 2
9115, 9, 30, 24691, 2004, 0, 1, 1, 1
9116, 21, 38, 24691, 0, 0, 0, 0, 0
9117, 9, 35, 23885, 1981, 1984, 0, 1, 0
9118, 21, 30, 732, 0, 0, 0, 0, 0
9119, 9, 50, 28588, 2005, 2010, 0, 2, 0
9120, 21, 50, 28004, 1965, 1965, 0, 1, 0
9121, 19, 50, 28004, 1995, 2006, 0, 1, 0
9122, 21, 50, 28004, 1988, 1988, 0, 1, 0
9123, 21, 50, 12190, 1975, 1975, 0, 1, 0
9124, 21, 50, 28588, 1995, 1996, 0, 1, 0
9125, 21, 50, 12190, 0, 0, 0, 0, 0
9126, 9, 33, 20647, 1996, 2002, 0, 1, 0
9127, 21, 50, 8035, 1994, 2010, 0, 2, 0
9128, 21, 50, 19573, 1998, 0, 1, 1, 1
9129, 21, 50, 7196, 0, 0, 0, 0, 0
9130, 8, 50, 4684, 1975, 1975, 0, 1, 0
9131, 21, 50, 8862, 2000, 0, 1, 1, 1
9132, 9, 50, 8862, 2000, 0, 1, 2, 1
9133, 21, 50, 8862, 1999, 0, 1, 1, 1
9134, 9, 50, 17933, 2001, 0, 1, 1, 1
9135, 21, 50, 19573, 2000, 0, 1, 1, 1
9136, 21, 50, 14690, 1999, 1999, 0, 1, 0
9137, 9, 30, 11655, 1999, 2000, 0, 1, 0
9138, 21, 38, 12489, 0, 0, 0, 0, 0
9139, 9, 30, 12489, 1999, 2000, 0, 1, 0
9140, 21, 50, 9701, 1998, 2001, 0, 1, 0
9141, 21, 50, 7196, 1998, 0, 1, 1, 1
9142, 21, 50, 10524, 1998, 0, 1, 1, 1
9143, 21, 50, 10524, 0, 0, 0, 0, 0
9144, 9, 50, 17933, 1997, 2002, 0, 0, 0
9145, 9, 50, 17120, 1993, 2010, 0, 1, 0
9146, 21, 50, 17933, 2000, 0, 1, 1, 1
9147, 21, 50, 17933, 1999, 0, 1, 1, 1
9148, 21, 50, 17933, 1998, 0, 1, 1, 1
9149, 19, 50, 11656, 2002, 2004, 0, 1, 0
9150, 21, 50, 12192, 1964, 1964, 0, 1, 0
9151, 21, 50, 5527, 1997, 0, 1, 1, 1
9152, 8, 50, 1319, 1996, 0, 1, 1, 1
9153, 21, 50, 3845, 1958, 1958, 0, 2, 0
9154, 21, 50, 17122, 1976, 1976, 0, 1, 0
9155, 8, 50, 9705, 2008, 0, 1, 1, 1
9156, 8, 50, 2157, 1996, 0, 1, 1, 1
9157, 8, 50, 2157, 2008, 0, 1, 1, 1
9158, 8, 50, 3846, 1997, 0, 1, 1, 1
9159, 8, 50, 4687, 1975, 0, 1, 1, 1
9160, 21, 50, 3846, 1989, 1996, 0, 1, 0
9161, 21, 50, 3001, 1995, 1999, 0, 1, 0
9162, 8, 50, 486, 2007, 0, 1, 1, 1
9163, 8, 50, 486, 2007, 0, 1, 1, 1
9164, 8, 50, 3001, 1994, 0, 1, 1, 1
9165, 21, 50, 2157, 1999, 0, 1, 1, 1
9166, 21, 50, 1320, 2000, 0, 1, 1, 1
9167, 21, 50, 1320, 0, 0, 0, 0, 0
9168, 21, 50, 2157, 1998, 0, 1, 1, 1
9169, 8, 50, 3001, 1996, 0, 1, 1, 1
9170, 21, 50, 3001, 1998, 0, 1, 1, 1
9171, 21, 50, 3001, 1997, 0, 1, 1, 1
9172, 21, 50, 3846, 1998, 0, 1, 1, 1
9173, 21, 50, 3846, 0, 0, 0, 0, 0
9174, 8, 23, 11355, 1977, 2014, 0, 1, 0
9175, 8, 23, 17124, 1976, 2010, 0, 1, 0
9176, 21, 23, 16316, 1993, 1993, 0, 1, 0
9177, 8, 50, 6360, 1977, 1999, 0, 1, 0
9178, 8, 50, 27759, 1995, 0, 1, 1, 0
9179, 8, 50, 6359, 1993, 0, 1, 1, 1
9180, 21, 50, 8865, 1998, 0, 1, 1, 1
9181, 21, 50, 29423, 1999, 0, 1, 1, 1
9182, 8, 50, 29423, 1990, 0, 1, 1, 1
9183, 21, 50, 27759, 0, 0, 0, 0, 0
9184, 21, 50, 27759, 1998, 0, 1, 1, 1
9185, 8, 50, 28592, 1987, 0, 1, 1, 1
9186, 21, 50, 6359, 0, 0, 0, 0, 0
9187, 8, 50, 6359, 2008, 0, 1, 1, 1
9188, 8, 50, 6359, 2006, 0, 1, 1, 1
9189, 8, 50, 6359, 1995, 2008, 0, 1, 0
9190, 21, 50, 8865, 1997, 1999, 0, 1, 0
9191, 8, 50, 10527, 1990, 1992, 0, 1, 0
9192, 9, 3, 24625, 1998, 2003, 0, 1, 0
9193, 21, 50, 19740, 1980, 1980, 0, 1, 0
9194, 8, 50, 17323, 2001, 2009, 0, 1, 0
9195, 14, 50, 6552, 1981, 1982, 0, 1, 0
9196, 21, 3, 14041, 2000, 0, 1, 1, 1
9197, 9, 3, 4854, 2007, 0, 1, 1, 1
9198, 9, 3, 24588, 2006, 0, 1, 1, 1
9199, 9, 3, 22973, 2005, 0, 1, 1, 1
9200, 21, 3, 22973, 0, 0, 0, 0, 0
9201, 9, 3, 24588, 2003, 0, 1, 1, 1
9202, 21, 50, 6586, 1972, 1972, 0, 1, 0
9203, 9, 50, 11587, 2002, 2002, 0, 1, 0
9204, 8, 3, 18142, 1979, 1979, 0, 1, 0
9205, 21, 50, 27925, 1978, 1978, 0, 1, 0
9206, 8, 50, 27925, 1975, 1983, 0, 1, 0
9207, 21, 50, 6585, 1958, 1958, 0, 1, 0
9208, 9, 3, 23010, 2007, 0, 1, 1, 1
9209, 9, 3, 24626, 2008, 2008, 0, 1, 0
9210, 9, 3, 23821, 2008, 0, 1, 1, 1
9211, 9, 3, 24626, 2004, 0, 1, 1, 1
9212, 9, 3, 653, 2002, 0, 1, 1, 1
9213, 21, 3, 16518, 0, 0, 0, 0, 0
9214, 9, 3, 23821, 2006, 0, 1, 1, 1
9215, 9, 3, 24626, 2007, 0, 1, 1, 1
9216, 9, 3, 653, 2002, 0, 1, 1, 1
9217, 9, 3, 653, 1999, 0, 1, 1, 1
9218, 9, 3, 653, 2002, 0, 1, 1, 1
9219, 9, 3, 9871, 2007, 0, 1, 1, 1
9220, 9, 3, 1486, 2006, 2006, 0, 1, 0
9221, 9, 3, 2324, 2006, 0, 1, 1, 1
9222, 21, 3, 5695, 0, 0, 0, 0, 0
9223, 21, 3, 28790, 1998, 2010, 0, 1, 0
9224, 21, 50, 9032, 1960, 1960, 0, 1, 0
9225, 21, 50, 14043, 1959, 1959, 0, 1, 0
9226, 8, 50, 19741, 1959, 1959, 0, 1, 0
9227, 21, 50, 14865, 0, 0, 0, 0, 0
9228, 21, 50, 19741, 1969, 1969, 0, 1, 0
9229, 21, 50, 19741, 1960, 1960, 0, 1, 0
9230, 21, 36, 16563, 0, 0, 0, 0, 0
9231, 9, 36, 19005, 2001, 0, 1, 0, 0
9232, 9, 29, 25494, 2006, 0, 1, 2, 2
9233, 9, 29, 25494, 2004, 0, 1, 1, 1
9234, 21, 29, 25494, 0, 0, 0, 0, 0
9235, 9, 29, 25494, 2003, 0, 1, 1, 1
9236, 21, 29, 25494, 2001, 2010, 0, 1, 0
9237, 9, 29, 26329, 2005, 0, 1, 2, 2
9238, 19, 29, 25494, 2002, 0, 1, 3, 3
9239, 9, 29, 25494, 1998, 0, 1, 1, 1
9240, 9, 29, 26329, 2006, 0, 1, 1, 1
9241, 21, 50, 9928, 1973, 1973, 0, 1, 0
9242, 19, 3, 12426, 2003, 2003, 0, 1, 0
9243, 21, 50, 6590, 1977, 1977, 0, 1, 0
9244, 21, 3, 11560, 1962, 1962, 0, 1, 0
9245, 21, 3, 29627, 1953, 1959, 0, 1, 0
9246, 21, 3, 28793, 1982, 2000, 0, 1, 0
9247, 21, 3, 9067, 1982, 1982, 0, 1, 0
9248, 8, 3, 18142, 1980, 1988, 0, 1, 0
9249, 21, 36, 26346, 0, 0, 0, 0, 0
9250, 9, 50, 2353, 1994, 0, 1, 1, 1
9251, 8, 50, 14042, 1982, 0, 1, 1, 1
9252, 21, 36, 4092, 0, 0, 0, 0, 0
9253, 21, 36, 14930, 1963, 1963, 0, 1, 0
9254, 21, 36, 14107, 2001, 2002, 0, 0, 0
9255, 8, 50, 2326, 1968, 1993, 0, 2, 0
9256, 21, 50, 3170, 1960, 1960, 0, 1, 0
9257, 8, 50, 3170, 1967, 1972, 0, 1, 0
9258, 9, 28, 22264, 2008, 0, 1, 2, 2
9259, 9, 28, 21459, 2006, 0, 1, 17, 16
9260, 9, 28, 22264, 2008, 0, 1, 1, 1
9261, 9, 28, 22264, 2004, 0, 1, 30, 30
9262, 9, 28, 23073, 2007, 0, 1, 1, 1
9263, 9, 28, 21459, 2006, 0, 1, 15, 15
9264, 9, 28, 23073, 2005, 0, 1, 2, 2
9265, 9, 28, 26347, 1971, 0, 1, 19, 17
9266, 9, 28, 25512, 2004, 0, 1, 2, 2
9267, 9, 28, 25512, 2004, 0, 1, 12, 4
9268, 9, 28, 19023, 2005, 0, 1, 31, 30
9269, 9, 28, 25512, 2004, 0, 1, 16, 14
9270, 9, 28, 25512, 2001, 0, 1, 7, 6
9271, 9, 28, 19023, 2007, 0, 1, 1, 1
9272, 9, 28, 25512, 2007, 0, 1, 11, 10
9273, 9, 28, 26347, 1976, 0, 1, 21, 19
9274, 9, 28, 26347, 2006, 0, 1, 10, 9
9275, 9, 28, 1562, 2003, 0, 1, 5, 5
9276, 9, 28, 28838, 2004, 0, 1, 6, 5
9277, 9, 28, 29671, 2006, 0, 1, 23, 22
9278, 9, 28, 1562, 2005, 0, 1, 18, 18
9279, 9, 28, 29671, 2003, 0, 1, 16, 16
9280, 9, 28, 1562, 2005, 0, 1, 18, 15
9281, 9, 28, 29671, 2003, 0, 1, 2, 2
9282, 9, 28, 28838, 2004, 0, 1, 1, 1
9283, 9, 28, 29671, 2004, 0, 1, 3, 2
9284, 9, 28, 29671, 2004, 0, 1, 12, 12
9285, 9, 30, 28838, 2007, 0, 1, 1, 1
9286, 9, 28, 1562, 1997, 0, 1, 24, 22
9287, 9, 28, 1562, 2004, 0, 1, 5, 5
9288, 9, 30, 6605, 2006, 0, 1, 6, 6
9289, 9, 28, 5774, 1960, 0, 1, 3, 2
9290, 9, 30, 6605, 2006, 0, 1, 7, 3
9291, 8, 30, 6605, 2006, 0, 1, 1, 1
9292, 9, 28, 5774, 2004, 0, 1, 28, 16
9293, 9, 28, 5774, 2004, 0, 1, 4, 4
9294, 9, 30, 17391, 1997, 0, 1, 1, 1
9295, 19, 28, 21459, 2000, 2010, 0, 1, 0
9296, 9, 28, 19023, 2003, 0, 1, 1, 1
9297, 9, 28, 26347, 2006, 0, 1, 1, 1
9298, 9, 28, 26347, 2005, 0, 1, 15, 13
9299, 9, 28, 28838, 1994, 0, 1, 9, 8
9300, 9, 28, 26347, 2003, 0, 1, 3, 3
9301, 9, 28, 25512, 2004, 0, 1, 2, 2
9302, 9, 28, 1562, 2002, 0, 1, 1, 1
9303, 9, 30, 6605, 2004, 0, 1, 1, 1
9304, 9, 30, 6605, 2001, 0, 1, 1, 1
9305, 8, 30, 6605, 2005, 0, 1, 1, 1
9306, 9, 30, 6605, 2004, 0, 1, 1, 1
9307, 9, 30, 6605, 2004, 0, 1, 1, 1
9308, 9, 30, 6605, 2004, 2013, 0, 1, 0
9309, 9, 30, 6605, 2003, 0, 1, 3, 3
9310, 8, 30, 6605, 2005, 0, 1, 1, 1
9311, 9, 3, 683, 2003, 2011, 0, 0, 0
9312, 19, 12, 23850, 2001, 2001, 0, 1, 0
9313, 21, 12, 23850, 1999, 0, 1, 4, 4
9314, 9, 3, 5727, 1994, 0, 1, 1, 1
9315, 9, 12, 24656, 2007, 0, 1, 1, 1
9316, 9, 50, 28760, 1981, 1996, 0, 1, 0
9317, 9, 50, 11437, 2001, 2010, 0, 1, 0
9318, 21, 50, 29506, 1998, 2010, 0, 1, 0
9319, 21, 50, 29549, 1980, 1980, 0, 1, 0
9320, 9, 50, 1444, 1995, 2010, 0, 1, 0
9321, 21, 50, 4811, 0, 0, 0, 0, 0
9322, 8, 50, 18867, 1982, 0, 1, 1, 1
9323, 8, 50, 7284, 1982, 0, 1, 1, 1
9324, 8, 50, 6443, 1980, 0, 1, 1, 1
9325, 8, 50, 5613, 1978, 2014, 0, 1, 0
9326, 21, 50, 5613, 1973, 1974, 0, 1, 0
9327, 8, 50, 11440, 1980, 0, 1, 1, 1
9328, 8, 50, 12280, 1995, 0, 1, 1, 1
9329, 8, 50, 1405, 1982, 1995, 0, 1, 0
9330, 21, 50, 5613, 1959, 1959, 0, 1, 0
9331, 8, 50, 29509, 1980, 2010, 0, 1, 0
9332, 8, 50, 4772, 2003, 0, 1, 1, 1
9333, 8, 50, 12280, 1976, 2014, 0, 1, 0
9334, 8, 50, 12280, 1970, 1970, 0, 1, 0
9335, 8, 50, 10612, 1983, 0, 1, 1, 1
9336, 21, 50, 11440, 1998, 0, 1, 1, 1
9337, 21, 50, 12280, 1998, 0, 1, 1, 1
9338, 8, 50, 13114, 1982, 2012, 0, 1, 0
9339, 8, 50, 3087, 1983, 0, 1, 1, 1
9340, 21, 50, 27843, 1963, 1963, 0, 1, 0
9341, 21, 50, 27843, 1997, 0, 1, 1, 1
9342, 8, 50, 3932, 1983, 0, 1, 1, 1
9343, 8, 50, 8122, 1985, 0, 1, 1, 1
9344, 8, 50, 13958, 1990, 0, 1, 1, 1
9345, 8, 50, 13115, 2007, 0, 1, 1, 1
9346, 8, 50, 8948, 1987, 0, 1, 1, 1
9347, 8, 50, 18021, 1985, 0, 1, 1, 1
9348, 8, 50, 27016, 1990, 2007, 0, 1, 0
9349, 21, 50, 3087, 1974, 1974, 0, 1, 0
9350, 21, 50, 3087, 0, 0, 0, 0, 0
9351, 8, 50, 13115, 1983, 2010, 0, 1, 0
9352, 21, 50, 13958, 1988, 1988, 0, 1, 0
9353, 21, 50, 28676, 0, 0, 0, 0, 0
9354, 9, 50, 2283, 1995, 0, 1, 2, 1
9355, 8, 50, 3129, 1982, 2014, 0, 1, 0
9356, 21, 50, 4815, 1977, 1977, 0, 1, 0
9357, 8, 50, 14822, 1996, 0, 1, 1, 1
9358, 21, 50, 19702, 1960, 1960, 0, 1, 0
9359, 9, 50, 20502, 2006, 2009, 0, 1, 0
9360, 9, 50, 8120, 1940, 1955, 0, 2, 0
9361, 21, 50, 7282, 1981, 1989, 0, 1, 0
9362, 8, 50, 6483, 1982, 1990, 0, 1, 0
9363, 21, 50, 12322, 1959, 1959, 0, 1, 0
9364, 8, 50, 22932, 1983, 1995, 0, 1, 0
9365, 8, 50, 22121, 1978, 1995, 0, 1, 0
9366, 21, 50, 569, 1975, 1975, 0, 1, 0
9367, 21, 50, 13955, 1971, 1971, 0, 1, 0
9368, 21, 50, 5611, 1971, 1971, 0, 1, 0
9369, 21, 50, 22967, 1976, 1976, 0, 1, 0
9370, 21, 50, 16478, 1947, 1949, 0, 1, 0
9371, 21, 50, 22157, 1993, 1994, 0, 1, 0
9372, 9, 50, 22157, 2001, 2005, 0, 0, 0
9373, 21, 50, 22967, 1982, 1982, 0, 1, 0
9374, 21, 13, 18902, 1980, 1980, 0, 1, 0
9375, 21, 50, 17286, 1958, 1960, 0, 1, 0
9376, 8, 50, 29550, 2006, 2006, 0, 1, 0
9377, 21, 50, 3127, 1979, 1979, 0, 1, 0
9378, 21, 50, 3973, 1981, 1994, 0, 1, 0
9379, 21, 50, 8197, 1967, 1969, 0, 1, 0
9380, 21, 50, 27015, 1988, 1988, 0, 1, 0
9381, 21, 50, 13957, 1959, 1959, 0, 1, 0
9382, 21, 3, 11523, 1977, 1977, 0, 1, 0
9383, 9, 3, 14041, 2007, 0, 1, 1, 1
9384, 21, 3, 22162, 1970, 1970, 0, 1, 0
9385, 21, 50, 9869, 1999, 2012, 0, 1, 0
9386, 21, 50, 16516, 2000, 2010, 0, 1, 0
9387, 21, 50, 17325, 1999, 2010, 0, 1, 0
9388, 21, 50, 22199, 2000, 2009, 0, 1, 0
9389, 8, 50, 28757, 1994, 2003, 0, 1, 0
9390, 21, 3, 27923, 1965, 1965, 0, 1, 0
9391, 21, 50, 6522, 1997, 2004, 0, 1, 0
9392, 8, 50, 16482, 2003, 2010, 0, 1, 0
9393, 19, 50, 10693, 2002, 2009, 0, 1, 0
9394, 9, 50, 23007, 2007, 0, 1, 1, 1
9395, 9, 50, 18945, 2008, 0, 1, 1, 1
9396, 9, 50, 650, 2007, 2007, 0, 1, 0
9397, 21, 50, 23007, 1962, 1962, 0, 1, 0
